id_transaccion,fecha_venta,fecha_envio,id_cliente,nombre_cliente,apellido_cliente,email_cliente,pais_cliente,genero_cliente,estado_civil_cliente,id_producto,codigo_producto,nombre_producto,categoria_producto,subcategoria_producto,costo_fabricacion,cantidad,precio_unitario,monto_total,metodo_pago
TRX-107671,20250204,20250207,CLI-0252,Sofia,Sanchez Rodriguez,sofiasanchez95@outlook.com,Espana,F,S,PRD-002,SKU-DEP-002,Producto Accesorios 2,Deporte,Accesorios,176.37,8,250.13,2001.04,Tarjeta
TRX-106731,20250823,20250902,CLI-0276,Carlos,Lopez Romero,carloslopez@yahoo.com,MX,M,Casado,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,11,263.44,2897.84,Paypal
TRX-103095,20260430,20260501,CLI-0058,Rosa,Rodriguez Gomez,rosarodriguez73@yahoo.com,Espana,n/a,C,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,-2,46.54,-93.08,Efectivo
TRX-103188,20250512,20250522,CLI-0539,Rosa Jorge,Martinez Flores,rmartinez@outlook.com,CO,M,C,PRD-030,SKU-ELE-030,Producto Smartphones 30,Electronica,Smartphones,8.23,3,19.38,58.14,Transferencia
TRX-109366,20260321,20260326,CLI-0139,Lucia,Gonzalez Rodriguez,lucia.gonzalez@empresa.com,Espana,n/a,Soltero,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,13,173.39,2254.07,Transferencia
TRX-107398,24/06/2026,20260629,CLI-0225,Maria,Romero Ramirez,maria.romero@hotmail.com,Estados Unidos,Male,S,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,4,345.68,1382.72,Transferencia
TRX-100768,20260426,20260504,CLI-0592,Diego,Sanchez Perez,diego.sanchez@empresa.com,,M,C,PRD-073,SKU-ELE-073,Producto Smartphones 73,Electronica,Smartphones,194.69,6,432.82,2596.92,Efectivo
TRX-107349,20260823,,CLI-0038,Fernando,Vargas Martinez,fernando.vargas@yahoo.com,MX,Female,C,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,6,9.54,57.24,Transferencia
TRX-108648,0,,CLI-0336,Fernando Laura,Rodriguez Garcia,fernando.rodriguez@hotmail.com,Estados Unidos,Female,Casado,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,10,273.9,2739.0,Efectivo
TRX-103948,29/04/2025,20250509,CLI-0285,Juan Jorge,Sanchez Romero,juan.sanchez@empresa.com,ES,n/a,Casado,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,14,406.9,5696.6,Tarjeta
TRX-100967,20250509,20250517,CLI-0236,Jorge,Torres Gonzalez,jtorres@outlook.com,Mexico,Male,Soltero,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,14,419.91,5878.74,Paypal
TRX-107151,15/06/2025,20250619,CLI-0104,Diego,Vargas Martinez,dvargas@hotmail.com,,Female,Casado,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,8,356.28,2850.24,Paypal
TRX-104450,20250531,20250603,CLI-0496,Pedro Laura,Vargas Flores,pedro.vargas@empresa.com,Espana,M,Casado,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,14,96.11,1345.54,Transferencia
TRX-108968,20251027,20251028,CLI-0181,Rosa Carmen,Garcia Torres,rosa.garcia@gmail.com,USA,F,Soltero,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,4,436.39,1745.56,Transferencia
TRX-106263,20260807,,CLI-0470,Rosa Miguel,Rodriguez Ruiz,rosa.rodriguez@outlook.com,US,n/a,S,PRD-059,SKU-ELE-059,Producto Audio 59,Electronica,Audio,21.84,9,48.76,438.84,Tarjeta
TRX-103316,16/06/2026,20260618,CLI-0281,Javier Lucia,Ruiz Suarez,javierruiz@outlook.com,CO,M,C,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,12,152.69,1832.28,Tarjeta
TRX-105665,20251218,20251225,CLI-0568,Jorge,Flores Cruz,jorgeflores81@gmail.com,Espana,F,S,PRD-031,SKU-HOG-031,Producto Iluminacion 31,Hogar,Iluminacion,65.47,3,152.44,457.32,Tarjeta
TRX-107522,20250318,20250319,CLI-0218,Diego Alejandro,Martinez Lopez,diegomartinez70@gmail.com,,Female,Casado,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,11,82.83,911.13,Efectivo
TRX-105188,20260615,20260620,CLI-0595,Rosa Jorge,Gomez Romero,rosagomez@hotmail.com,MX,Female,S,PRD-060,SKU-DEP-060,Producto Ropa 60,Deporte,Ropa,43.56,14,63.79,893.06,Efectivo
TRX-108238,0,,CLI-0105,Carmen,Vargas Diaz,cvargas@empresa.com,Estados Unidos,M,S,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,14,20.9,292.6,Efectivo
TRX-100274,18/04/2026,20260426,CLI-0145,Marta Rosa,Cruz Lopez,martacruz93@hotmail.com,Colombia,Female,S,PRD-042,SKU-ELE-042,Producto Smartphones 42,Electronica,Smartphones,154.3,10,368.26,3682.6,Efectivo
TRX-102130,20250313,20250316,CLI-0184,Carlos Elena,Sanchez Lopez,carlossanchez99@gmail.com,CO,n/a,Soltero,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,2,261.96,523.92,Transferencia
TRX-104686,20251005,20251013,CLI-0249,Lucia,Lopez Martinez,lucialopez@empresa.com,US,M,Soltero,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,4,378.06,1512.24,Paypal
TRX-103114,05/04/2026,20260408,CLI-0443,Carlos,Sanchez Gomez,carlos.sanchez@yahoo.com,USA,Female,C,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,2,60.57,121.14,Transferencia
TRX-102752,20260216,20260217,CLI-0428,Sofia,Martinez Garcia,sofiamartinez87@empresa.com,Estados Unidos,Female,Soltero,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,2,272.25,544.5,Efectivo
TRX-101038,20260714,20260723,CLI-0454,Rosa,Gonzalez Vargas,rosagonzalez79@empresa.com,Mexico,Female,S,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,13,357.82,4651.66,Paypal
TRX-103631,20251008,20251017,CLI-0391,Carmen,Torres Garcia,carmentorres79@hotmail.com,MX,F,C,PRD-044,SKU-DEP-044,Producto Accesorios 44,Deporte,Accesorios,90.05,12,148.51,1782.12,Efectivo
TRX-109565,20260828,,CLI-0082,Daniel Jorge,Martinez Flores,dmartinez@gmail.com,Estados Unidos,Female,Casado,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,8,43.37,346.96,Transferencia
TRX-105285,20250827,20250904,CLI-0235,Ana Marta,Alvarez Martinez,anaalvarez95@hotmail.com,Mexico,n/a,S,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,10,187.0,1870.0,Paypal
TRX-107238,20250515,20250521,CLI-0009,Juan Miguel,Suarez Romero,juansuarez@yahoo.com,Mexico,F,Soltero,PRD-013,SKU-ELE-013,Producto Smartphones 13,Electronica,Smartphones,105.79,8,181.18,1449.44,Efectivo
TRX-103122,20250406,20250414,CLI-0524,Elena Marta,Rodriguez Ruiz,erodriguez@empresa.com,CO,n/a,Casado,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,4,198.38,793.52,Tarjeta
TRX-105284,20260822,20260824,CLI-0230,Carmen,Diaz Rodriguez,carmendiaz73@hotmail.com,ES,Male,Casado,PRD-042,SKU-ELE-042,Producto Smartphones 42,Electronica,Smartphones,154.3,11,316.95,3486.45,Efectivo
TRX-109477,20260829,,CLI-0364,Carlos,Romero Flores,carlosromero@outlook.com,ES,F,C,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,3,157.17,471.51,Efectivo
TRX-100045,0,,CLI-0399,Daniel,Torres Romero,dtorres@outlook.com,,n/a,S,PRD-046,SKU-HOG-046,Producto Decoracion 46,Hogar,Decoracion,154.86,3,336.38,1009.14,Tarjeta
TRX-108777,31/01/2026,20260203,CLI-0107,Juan,Ruiz Cruz,juanruiz@gmail.com,Colombia,Female,S,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,3,300.45,901.35,Efectivo
TRX-100713,20250712,20250715,CLI-0468,Marta,Rodriguez Flores,martarodriguez76@yahoo.com,US,Male,C,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,9,7.89,71.01,Paypal
TRX-101569,20260827,20260828,CLI-0569,Javier Ana,Torres Diaz,javier.torres@outlook.com,US,F,S,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,5,256.19,1280.95,Tarjeta
TRX-108035,20260822,20260828,CLI-0227,Daniel,Garcia Perez,dgarcia@yahoo.com,,Female,Soltero,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,7,136.36,954.52,Efectivo
TRX-105746,20260706,20260710,CLI-0067,Elena,Romero Rodriguez,elenaromero@empresa.com,,M,Casado,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,10,30.99,309.9,Transferencia
TRX-105256,20250906,20250915,CLI-0567,Carlos,Suarez Garcia,csuarez@yahoo.com,ES,M,S,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,1,295.49,295.49,Efectivo
TRX-108525,20250314,20250322,CLI-0195,Alejandro,Lopez Flores,alejandrolopez@yahoo.com,MX,Female,Soltero,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,14,344.26,4819.64,Tarjeta
TRX-103618,20250929,20251008,CLI-0578,Elena,Ruiz Torres,elena.ruiz@empresa.com,Mexico,M,Soltero,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,10,81.72,817.2,Transferencia
TRX-104672,20250204,20250210,CLI-0528,Juan,Cruz Flores,juancruz82@yahoo.com,Colombia,n/a,Soltero,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,9,185.86,1672.74,Paypal
TRX-101968,20260107,20260116,CLI-0381,Rosa Daniel,Martinez Gomez,rosa.martinez@outlook.com,MX,M,S,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,14,256.64,3592.96,Tarjeta
TRX-101536,09/03/2026,20260318,CLI-0228,Pedro Ana,Cruz Rodriguez,pedro.cruz@gmail.com,ES,Male,S,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,12,35.6,427.2,Tarjeta
TRX-106347,20251120,20251130,CLI-0261,Javier Elena,Alvarez Vargas,javieralvarez93@hotmail.com,,F,C,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,9,332.08,2988.72,Transferencia
TRX-109201,20250112,20250120,CLI-0213,Maria,Flores Vargas,mariaflores@outlook.com,,Female,C,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,4,134.11,536.44,Transferencia
TRX-104160,20251030,20251101,CLI-0479,Fernando,Flores Vargas,fernandoflores74@hotmail.com,Espana,F,S,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,11,129.15,1420.65,Transferencia
TRX-104084,20260701,20260708,CLI-0534,Marta Sofia,Perez Ramirez,mperez@yahoo.com,US,Male,Soltero,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,11,281.98,3101.78,Tarjeta
TRX-102800,20260828,,CLI-0532,Juan Sofia,Gonzalez Alvarez,jgonzalez@outlook.com,Espana,Male,C,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,9,310.3,2792.7,Transferencia
TRX-101950,20250526,20250527,CLI-0093,Sofia,Cruz Vargas,sofia.cruz@empresa.com,ES,n/a,C,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,-2,316.3,-632.6,Paypal
TRX-100657,20250311,20250317,CLI-0590,Laura,Lopez Suarez,laura.lopez@gmail.com,USA,Male,S,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,9,264.2,2377.8,Paypal
TRX-109741,20250716,20250726,CLI-0198,Jorge,Diaz Gomez,jorge.diaz@hotmail.com,Mexico,F,S,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,7,92.0,644.0,Transferencia
TRX-102387,20260327,20260403,CLI-0532,Juan Sofia,Gonzalez Alvarez,jgonzalez@outlook.com,Espana,Male,C,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,4,257.79,1031.16,Transferencia
TRX-106465,20250201,20250205,CLI-0185,Alejandro,Alvarez Diaz,alejandroalvarez@gmail.com,Colombia,M,S,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,7,356.18,2493.26,Transferencia
TRX-105166,20260110,20260117,CLI-0387,Marta,Alvarez Garcia,martaalvarez@empresa.com,Estados Unidos,Female,Casado,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,11,34.23,376.53,Tarjeta
TRX-102602,20260604,20260610,CLI-0289,Luis,Romero Gomez,luisromero@gmail.com,CO,Male,Casado,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,13,348.42,4529.46,Paypal
TRX-100878,0,,CLI-0425,Marta Pedro,Cruz Ruiz,marta.cruz@hotmail.com,ES,F,C,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,13,475.82,6185.66,Efectivo
TRX-105778,20260814,,CLI-0066,Sofia,Ruiz Perez,sofiaruiz83@empresa.com,Estados Unidos,M,Soltero,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,8,362.92,2903.36,Transferencia
TRX-108803,14/04/2026,20260418,CLI-0491,Sofia,Torres Romero,sofiatorres90@empresa.com,,Female,Casado,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,14,202.0,2828.0,Paypal
TRX-100943,20260825,20260903,CLI-0488,Sofia,Sanchez Perez,sofiasanchez@outlook.com,MX,Male,S,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,13,76.98,1000.74,Efectivo
TRX-102637,16/06/2026,20260621,CLI-0155,Marta Ana,Gomez Lopez,marta.gomez@outlook.com,MX,Male,S,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,2,269.02,538.04,Transferencia
TRX-106209,21/08/2026,20260824,CLI-0342,Alejandro,Romero Rodriguez,aromero@hotmail.com,CO,Female,Casado,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,9,358.31,3224.79,Paypal
TRX-100176,20251017,20251022,CLI-0561,Lucia,Ruiz Rodriguez,lucia.ruiz@hotmail.com,CO,F,C,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,3,234.73,704.19,Efectivo
TRX-101516,20250730,20250805,CLI-0463,Miguel Ana,Gonzalez Rodriguez,miguelgonzalez92@yahoo.com,US,Female,C,PRD-048,SKU-HOG-048,Producto Muebles 48,Hogar,Muebles,84.27,2,131.96,263.92,Tarjeta
TRX-101541,20250828,20250903,CLI-0561,Lucia,Ruiz Rodriguez,lucia.ruiz@hotmail.com,CO,F,C,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,1,53.12,53.12,Efectivo
TRX-101912,20250715,20250719,CLI-0071,Diego Lucia,Ruiz Romero,diegoruiz@empresa.com,,Male,S,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,11,367.22,4039.42,Tarjeta
TRX-102208,20260222,20260304,CLI-0168,Jorge Rosa,Ramirez Sanchez,jorgeramirez85@outlook.com,Estados Unidos,Female,S,PRD-028,SKU-ELE-028,Producto Laptops 28,Electronica,Laptops,163.9,14,321.14,4495.96,Transferencia
TRX-103250,20250814,20250816,CLI-0438,Diego Marta,Suarez Vargas,diegosuarez89@hotmail.com,Colombia,F,C,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,6,197.61,1185.66,Efectivo
TRX-106387,20260126,20260201,CLI-0531,Maria,Sanchez Martinez,mariasanchez70@hotmail.com,Espana,Female,S,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,8,85.55,684.4,Tarjeta
TRX-105092,20250510,20250519,CLI-0255,Sofia,Cruz Alvarez,sofia.cruz@gmail.com,Colombia,F,S,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,3,436.62,1309.86,Tarjeta
TRX-108023,04/12/2025,20251213,CLI-0326,Pedro,Gonzalez Torres,pgonzalez@hotmail.com,Colombia,F,S,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,12,62.57,750.84,Efectivo
TRX-106286,20260430,20260505,CLI-0282,Juan Javier,Alvarez Romero,juanalvarez71@outlook.com,,Male,S,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,10,26.83,268.3,Efectivo
TRX-104535,20260808,,CLI-0585,Fernando Pedro,Vargas Romero,fvargas@empresa.com,USA,Male,Casado,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,11,183.26,2015.86,Tarjeta
TRX-102827,20250328,20250403,CLI-0241,Carmen Sofia,Romero Gomez,cromero@empresa.com,MX,n/a,C,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,7,322.88,2260.16,Paypal
TRX-101677,20260613,20260623,CLI-0109,Lucia,Cruz Suarez,luciacruz@hotmail.com,US,F,C,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,10,21.83,218.3,Paypal
TRX-100573,20260316,20260322,CLI-0506,Marta,Alvarez Romero,malvarez@yahoo.com,Mexico,Male,Casado,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,9,296.57,2669.13,Tarjeta
TRX-107550,20250211,20250214,CLI-0433,Carlos,Gomez Lopez,carlosgomez78@outlook.com,ES,F,Soltero,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,4,57.34,229.36,Transferencia
TRX-103329,20260802,20260812,CLI-0245,Sofia Maria,Lopez Diaz,sofialopez@outlook.com,USA,Male,S,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,8,300.17,2401.36,Transferencia
TRX-107997,19/11/2025,20251121,CLI-0359,Juan,Ruiz Perez,jruiz@empresa.com,MX,n/a,Soltero,PRD-031,SKU-HOG-031,Producto Iluminacion 31,Hogar,Iluminacion,65.47,8,119.04,952.32,Transferencia
TRX-100934,20251209,20251214,CLI-0500,Pedro,Ramirez Flores,pedroramirez@outlook.com,USA,F,S,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,10,404.63,0.0,Paypal
TRX-109747,20260330,20260406,CLI-0546,Ana,Torres Diaz,anatorres@hotmail.com,US,M,C,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,7,185.94,1301.58,Transferencia
TRX-100905,21/02/2026,20260302,CLI-0368,Daniel,Gomez Garcia,danielgomez70@gmail.com,,n/a,S,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,11,327.35,3600.85,Efectivo
TRX-108042,26/06/2026,20260703,CLI-0413,Diego Miguel,Sanchez Ramirez,dsanchez@outlook.com,Estados Unidos,M,S,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,13,84.66,1100.58,Transferencia
TRX-104502,20260310,20260315,CLI-0250,Carmen Juan,Martinez Perez,carmen.martinez@outlook.com,Estados Unidos,M,Casado,PRD-056,SKU-ELE-056,Producto Smartphones 56,Electronica,Smartphones,9.2,12,20.16,241.92,Paypal
TRX-106401,20260824,,CLI-0524,Elena Marta,Rodriguez Ruiz,erodriguez@empresa.com,CO,n/a,Casado,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,1,63.74,63.74,Tarjeta
TRX-107386,20260802,20260812,CLI-0239,Sofia Alejandro,Gomez Cruz,sgomez@empresa.com,Estados Unidos,Female,Soltero,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,6,187.79,1126.74,Efectivo
TRX-100378,0,,CLI-0292,Alejandro Miguel,Lopez Torres,alejandrolopez@outlook.com,MX,M,Casado,PRD-029,SKU-ELE-029,Producto Laptops 29,Electronica,Laptops,191.94,14,274.78,3846.92,Tarjeta
TRX-106128,0,,CLI-0047,Laura Alejandro,Suarez Gomez,laurasuarez82@gmail.com,Espana,Male,Soltero,PRD-070,SKU-ELE-070,Producto Smartphones 70,Electronica,Smartphones,176.03,13,352.44,4581.72,Transferencia
TRX-104200,20260823,20260827,CLI-0356,Laura Sofia,Diaz Gonzalez,ldiaz@empresa.com,,M,Casado,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,10,246.41,2464.1,Paypal
TRX-103869,20260424,20260501,CLI-0166,Elena,Ramirez Garcia,elenaramirez@yahoo.com,CO,n/a,Soltero,PRD-031,SKU-HOG-031,Producto Iluminacion 31,Hogar,Iluminacion,65.47,6,153.46,920.76,Transferencia
TRX-107208,20260421,20260429,CLI-0261,Javier Elena,Alvarez Vargas,javieralvarez93@hotmail.com,,F,C,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,14,100.26,1403.64,Paypal
TRX-107972,20260211,20260219,CLI-0326,Pedro,Gonzalez Torres,pgonzalez@hotmail.com,Colombia,F,S,PRD-080,SKU-ELE-080,Producto Smartphones 80,Electronica,Smartphones,180.62,4,395.52,1582.08,Efectivo
TRX-109169,20250612,20250613,CLI-0223,Elena,Lopez Alvarez,elopez@empresa.com,,M,S,PRD-068,SKU-HOG-068,Producto Decoracion 68,Hogar,Decoracion,145.32,7,226.17,1583.19,Efectivo
TRX-106737,20250523,20250526,CLI-0311,Rosa Daniel,Diaz Ruiz,rosadiaz@empresa.com,USA,Male,S,PRD-058,SKU-DEP-058,Producto Calzado 58,Deporte,Calzado,91.03,12,212.71,2552.52,Efectivo
TRX-109362,20250126,20250131,CLI-0107,Juan,Ruiz Cruz,juanruiz@gmail.com,Colombia,Female,S,PRD-040,SKU-ELE-040,Producto Laptops 40,Electronica,Laptops,82.67,1,111.78,111.78,Efectivo
TRX-108374,20250902,20250908,CLI-0417,Luis Diego,Diaz Gonzalez,ldiaz@yahoo.com,USA,Male,Soltero,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,6,322.11,1932.66,Efectivo
TRX-106562,20260830,20260908,CLI-0547,Marta,Vargas Sanchez,martavargas@gmail.com,Mexico,M,S,PRD-044,SKU-DEP-044,Producto Accesorios 44,Deporte,Accesorios,90.05,14,146.56,2051.84,Transferencia
TRX-105993,20250611,20250621,CLI-0552,Carlos Alejandro,Romero Lopez,carlos.romero@outlook.com,Espana,Female,Casado,PRD-013,SKU-ELE-013,Producto Smartphones 13,Electronica,Smartphones,105.79,6,134.42,806.52,Transferencia
TRX-109397,20250331,20250406,CLI-0409,Miguel Javier,Torres Martinez,miguel.torres@outlook.com,Mexico,Male,C,PRD-050,SKU-HOG-050,Producto Decoracion 50,Hogar,Decoracion,130.41,4,220.54,882.16,Paypal
TRX-105053,20250807,20250814,CLI-0107,Juan,Ruiz Cruz,juanruiz@gmail.com,Colombia,Female,S,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,1,193.58,193.58,Paypal
TRX-107449,20250929,20251005,CLI-0104,Diego,Vargas Martinez,dvargas@hotmail.com,,Female,Casado,PRD-001,SKU-HOG-001,Producto Decoracion 1,Hogar,Decoracion,57.4,3,112.63,337.89,Paypal
TRX-104020,20260228,20260305,CLI-0242,Carlos,Ramirez Flores,carlos.ramirez@yahoo.com,MX,Male,Casado,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,6,149.87,899.22,Tarjeta
TRX-104520,20260103,20260112,CLI-0007,Daniel Sofia,Martinez Flores,danielmartinez95@gmail.com,Estados Unidos,F,C,PRD-004,SKU-DEP-004,Producto Calzado 4,Deporte,Calzado,181.83,2,374.29,748.58,Efectivo
TRX-102230,20260814,,CLI-0101,Fernando Maria,Cruz Gomez,fernandocruz@gmail.com,,M,C,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,2,106.28,212.56,Transferencia
TRX-105580,20260821,,CLI-0044,Alejandro Juan,Gomez Ruiz,alejandro.gomez@yahoo.com,,Female,Casado,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,11,130.7,1437.7,Paypal
TRX-101843,20260620,20260626,CLI-0206,Ana Marta,Martinez Flores,ana.martinez@hotmail.com,CO,Male,Casado,PRD-044,SKU-DEP-044,Producto Accesorios 44,Deporte,Accesorios,90.05,14,219.3,3070.2,Efectivo
TRX-104903,20260325,20260402,CLI-0345,Fernando,Alvarez Torres,fernando.alvarez@empresa.com,,F,C,PRD-022,SKU-DEP-022,Producto Accesorios 22,Deporte,Accesorios,180.46,6,251.65,1509.9,Paypal
TRX-104641,20260112,20260117,CLI-0169,Jorge Carlos,Rodriguez Cruz,jrodriguez@gmail.com,US,F,C,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,9,265.41,2388.69,Tarjeta
TRX-106802,20260502,20260506,CLI-0292,Alejandro Miguel,Lopez Torres,alejandrolopez@outlook.com,MX,M,Casado,PRD-008,SKU-HOG-008,Producto Decoracion 8,Hogar,Decoracion,73.75,13,124.22,1614.86,Efectivo
TRX-107199,20260320,20260323,CLI-0469,Juan Elena,Lopez Ruiz,jlopez@yahoo.com,Estados Unidos,Male,C,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,7,308.9,2162.3,Tarjeta
TRX-105022,20250523,20250602,CLI-0100,Carmen,Suarez Cruz,carmensuarez@empresa.com,MX,M,Casado,PRD-022,SKU-DEP-022,Producto Accesorios 22,Deporte,Accesorios,180.46,1,422.9,422.9,Efectivo
TRX-109415,20250513,20250518,CLI-0581,Pedro Alejandro,Vargas Suarez,pedrovargas91@empresa.com,CO,Male,C,PRD-077,SKU-HOG-077,Producto Decoracion 77,Hogar,Decoracion,30.1,3,47.37,142.11,Efectivo
TRX-107397,20251011,20251012,CLI-0466,Carmen,Cruz Torres,carmen.cruz@yahoo.com,,Female,C,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,11,186.9,2055.9,Efectivo
TRX-107141,24/05/2026,20260527,CLI-0231,Luis Laura,Perez Garcia,luisperez70@hotmail.com,USA,F,C,PRD-010,SKU-ELE-010,Producto Laptops 10,Electronica,Laptops,76.71,6,129.35,0.0,Transferencia
TRX-104727,20260812,,CLI-0451,Diego Miguel,Gomez Perez,diegogomez87@outlook.com,Espana,F,Casado,PRD-003,SKU-DEP-003,Producto Ropa 3,Deporte,Ropa,71.68,6,164.89,989.34,Tarjeta
TRX-108136,20250226,20250303,CLI-0436,Maria,Garcia Lopez,mariagarcia@hotmail.com,MX,F,Casado,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,4,75.04,300.16,Efectivo
